ISBN,Book,Author,Themes,Qualities
9780262029445,Fundamentals of Machine Learning for Predictive Data Analytics: Algorithms_ Worked Examples_ and Case Studies,John D. Kelleher and Brian Mac Namee and  Aoife D'Arcy,"machine learning, analytics, data science, predictive, number crunching, predictive data, numerical prediction","insightful, educational, thorough, helpful, practical, scientific, empirical"
9780812989168,If I Understood You_  Would I Have This Look on My Face?: My Adventures in the Art and Science of Relating and Communicating,Alan Alda,"communicating, communication, persuasion, rhetoric, eloquence, discussion, explanation","communicative, social, sociable,  persuasive, insightful,"
9781409060444,Things I Overheard While Talking to Myself,Alan Alda,"introspection, nostalgia, self-doubt, questioning, life, pondering, questions, MASH, Hawkeye, M*A*S*H","insightful, witty, honest, funny, revealing, introspective"
9781409060352,Never Have Your Dog Stuffed: And Other Things I've Learned ,Alan Alda,"anecdote, nostalgia, Broadway, MASH, Hawkeye, M*A*S*H, theatre, theater, bon mot, bon mots, showbiz, show business, burlesque, Vaudeville","anecdotal, elegant, funny,  affecting, nostalgic, witty, theatrical"
9781101946169,Uncommon Type: Some Stories,Tom Hanks,"life, everyday, middle America","heartwarming, gentle, observant, affecting"
9781441155160,Exploding the Creativity Myth: The Computational Foundations of Linguistic Creativity,Tony Veale,"metaphor, simile, analogy, irony, linguistics, creativity, ingenuity, lexical semantics, neologism, neologisms, computational creativity, conceptual blending, conceptual blend, conceptual blends","linguistic, semantic, offbeat, wacky, whimsical, computational, "
9780133387513,Cloud Computing: Concepts_ Technology & Architecture,Thomas Erl,"cloud computing, distributed computing, internet, big data","technical, technological, computational, practical, comprehensive"
9781491904398,Data Science from Scratch: First Principles with Python,Joel Grus,"data science, big data, first principles, foundations, program, programs, Python","introductory, explanatory, helpful, analytical, technical, technological, programmatic"
9780262535434,Data Science Essentials," 
John D. Kelleher and Brendan Tierney","data science, big data, data programming, text analytics, web of data","introductory, explanatory, helpful, analytical, technical, technological"
9780199651566,Introduction to Bioinformatics,Arthur Lesk,"bioinformatic, genomic data, genome, biodata, bioinformatics","introductory, explanatory, helpful, analytical, technical, technological"
9783540728009,Applied Bioinformatics: An Introduction,Paul M. Selzer and Richard J. Marhoefer,"bioinformatic, genomic data, genome, biodata, bioinformatics, application","applied, practical, explanatory, helpful, analytical, technical, technological"
9780190610548,Concepts in Bioinformatics and Genomics,Jamil Momand and Alison McCurdy,"bioinformatic, genomic data, genome, biodata, bioinformatics, genomics","introductory, explanatory, helpful, analytical, technical, technological"
9781911382492,How I Wish I'd Taught Maths: Lessons learned from research_ conversations with experts_ and 12 years of mistakes,Craig Burton,"math, maths, mathematics","mathematical, honest, rueful, mathy, wise, "
9781934759486,Math Jokes 4 Mathy Folks,Patrick Vennebush,"math, maths, mathematics","humorous, witty, jocular, mathematical"
9780393020236,The Colossal Book of Mathematics,Martin Gardner,"math, maths, mathematics","mathematical, comprehensive, massive, compendious, thorough, exhaustive "
9781862077355,The Millennium Problems: The Seven Greatest Unsolved Mathematical Puzzles Of Our Time,Keith Devlin,"math, maths, mathematics, theorem, proof, open problem, open problems, enigma, puzzle","unsolved, mathematical, probing, mathy, puzzling"
9780141987491,Statistics without Tears: An Introduction for Non-Mathematicians,Derek Rowntree,"statistics, probability, probability theory, probabilities, likelihood, likelihoods, Bayes","statistical, numerical, mathematical"
9781551117935,Peter Pan,J.M. Barrie,"childhood, pirate, pirates, piracy, pixie dust, adventure","charming, inventive, fun, escapist "
9780791098301,All Quiet on the Western Front,Erich Maria Remarque ,"World War I, Great war, warfare, trench warfare, trenches, slaughter","grim, dramatic, gritty, despairing, realistic, nail-biting"
9781476754697,Jonathan Livingston Seagull ,Richard Bach,"flight, freedom, challenge, flying, discovery, teaching","inspiring, inspirational, heartfelt, motivating, motivational"
9781448111947,The World According to Garp ,John Irving,"Garp, feminism, farce, life, worldview, world view, Vienna","feminist, offbeat, whimsical, philosophical, comedic, comic, farcical"
9780857897152,God Is Not Great: How Religion Poisons Everything,Christopher Hitchens,"atheism, atheist, god, blasphemy, doubt, disbelief, heresy, religion, organized religion, organised religion, organized religions, organised religions, disbelief","atheistic, agnostic, disbelieving, heretical, blasphemous, dismissive"
9781846145513,The Sense of Style: The Thinking Person’s Guide to Writing in the 21st Century,Steven Pinker,"writing, author, authorship, style, literary style, publishing, publisher, publication, writer","witty, helpful, practical, stylish, eloquent, instructive"
9780413715609,Story: Substance_ Structure_ Style and the Principles of Screenwriting,Robert McKee,"filmmaking, film, cinema, writing, scriptwriter, screenwriter, screenwriting, scripting, narrative, authorship, author, writer","helpful, structured, instructive, practical, principled, analytical"
9781468309584,Into The Woods: How Stories Work and Why We Tell Them,John Yorke,"filmmaking, film, cinema, writing, scriptwriter, screenwriter, screenwriting, scripting, narrative, authorship, author, writer","helpful, structured, instructive, practical, principled, analytical"
9781501143779,The Dark Half,Stephen King,"writing, authorship, author, horror, doppelganger, doppelgangers, substitution, pseudonym, pseudonyms, pen name, pen names, penname","creepy, dark, chilling, suspenseful, brooding, pseudonymous"
9781593971045,Middlesex,Jeffrey Eugenides  ,"genetics, genetic history, sex change, sexual transition, trans, transperson, transpeople","breathtaking, audacious, astonishing, sympathetic, compassionate"
9780571266074,A Beautiful Mind,Sylvia Nasar,"Nobel prize, Nobel laureate, math, maths, mathematics, schizophrenia, mental illness, Princeton, biography, mathematician , game theory, Nash equilibrium,  Nash equilibria, Minimax, paranoia,","schizophrenic, compassionate, biographical, mathematical, dramatic"
9781439198612,Grand Pursuit: The Story of Economic Genius,Sylvia Nasar,"economic, economics, economist, game theory, ","economic, mathematical, brilliant, insightful, revealing"
9781491954362,Mastering Bitcoin: Programming the Open Blockchain,Andreas Antonopoulos,"bitcoin, crypto-currency,  cryptocurrency, crypto-currencies, cryptocurrencies, blockchain, block chain, smart contract, smart contracts, bitcoin mining, mining bitcoin, Ethereum, Litecoin, Zcash, Monero","technical, technological, computational, practical, comprehensive, helpful, shrewd"
9781732027305,The Story of the Blockchain: A Beginner's Guide to the Technology Nobody Understands,Omid Malekan,"bitcoin, crypto-currency,  cryptocurrency, crypto-currencies, cryptocurrencies, blockchain, block chain, smart contract, smart contracts, bitcoin mining, mining bitcoin, Ethereum, Litecoin, Zcash, Monero","technical, technological, computational, practical, comprehensive, helpful, shrewd"
9781466873063,The Age of Cryptocurrency: How Bitcoin and the Blockchain Are Challenging the Global Economic Order,Michael Casey,"bitcoin, crypto-currency,  cryptocurrency, crypto-currencies, cryptocurrencies, blockchain, block chain, smart contract, smart contracts, bitcoin mining, mining bitcoin, Ethereum, Litecoin, Zcash, Monero, global economy","technical, technological, computational, practical, comprehensive, helpful, shrewd"
9780133591286,Forensic Science: From the Crime Scene to the Crime Lab,Richard Saferstein,"forensics, forensic analysis, forensic science, crime lab, crime scene, fingerprint, fingerprints, DNA analysis","technical, technological, computational, practical, comprehensive, helpful, shrewd, detailed, forensic"
9781119262411,Digital Forensics,André Årnes,"cybercrime, cyber-crime, cyber-criminal, cybercriminal, hacker, hacking, digital forensics, computational forensics, security log, security logs, Trojan horse, information security, computer virus, computer viruses","scientific, informative, educational, detailed, comprehensive, computational"
9781846274657,I Was Told There'd Be Cake,Sloane Crosley,"life, modern world, modern life, social life, urban life","witty, humorous, insightful, comic, urbane, urban"
9780571317912,Fortress of Solitude,Jonathan Lethem,"racism, multiculturalism, music culture, gentrification, self-discovery,  music, racial tension, Brooklyn, graffiti, friendship, loneliness","multicultural, subjective, slangy, sympathethic, compassionate, idealistic"
9780307743992,Invisible Man,Ralph Ellison,"society, racism, multiculturalism, isolation, visibility, invisibility, social exclusion, exclusion, expulsion, race riot, race riots, racial tension, racial tensions, black America","probing, revealing, journalistic, insightful, brave, lonely"
9781405519229,The Casual Vacancy,J.K. Rowling,"election, elections, duplicity, local politics, parish pump, parish politics, small town, small towns","quaint, observant, sardonic"
9780743412285,Pet Sematary,Stephen King,"pets, resurrection, death, horror, ","chilling, creepy, dark, spooky, suspenseful"
9780062797162,The Tattooist of Auschwitz,Heather Morris,"Holocaust, Auschwitz, concentration camp, concentration camps, survival"," life-affirming, courageous, unforgettable, humane, compassionate"
9781439157381,My Sister's Keeper,Jodi Picoult,"family, sister, sisters, sisterhood, family life","observant, compassionate, wise, unpretentious, sympathetic,  surprising"
9780141924403,Percy Jackson and the Lightning Thief ,Rick Riordan,"Greek mythology, mythology, gods, pantheon, Zeus, Poseidon, Apollo, Perseus, Greek hero, Greek heroes, heroism, demigod, goddess, goddesses, demigods","exciting, thrilling, adventurous, mythic, mythological"
9780008295462,Hazards of Time Travel,Joyce Carol Oates,"dystopia, oppression, oppressive, future society, time travel, time traveler, time traveller, time travelers, time travellers","dystopian, ingenious"
9780748113347,The Blind Assassin,Margaret Atwood,"Zycron, metafiction, meta-fiction, sacrifice, betrayal","meta, metafictional, meta-fictional,  lyrical, outrageous, formidable, compelling, funny"
9781481409940,Are You There_ God? It's Me_ Margaret,Judy Blume,"late developer, late developers, prayer, late bloomer, late bloomers","fresh, contemporary, teen, "
9780307575951,The Witching Hour,Anne Rice,"incest, witchcraft, witchery, witches, witch, New Orleans","spellbinding, creepy, dark, haunting"
9781509855704,Give Me Your Hand,Megan Abbott,"friends, friendship, ambition ","crisp, chilling,"
9781846272912,How Did You Get This Number?,Sloane Crosley,"modern life, urban living, urban life, contemporary world","elegant, mordant, witty, observant, insightful"
9781847082374,Super Sad True Love Story,Gary Shteyngart,"dystopia,  future society, immortality, bibliophilia, bibliophile, bibliophiles","dystopian, ingenious, sly, satirical, sardonic"
9780571328079,Known and Strange Things,Teju Cole,"politics, photography, travel, history, literature","intelligent, versatile,  persuasive, provocative, erudite, accessible"
9781635035995,The Supreme Gift,Paulo Coelho,"preacher, preachers, sermon, sermons, love, spirituality","spiritual, moral, soulful"
9780241980989,The Adulterants,Joe Dunthorne,"everyman, modern life, modern world, adultery, cheating,","uproarious, fresh, sharp, wicked, funny, tragicomic"
9780731815999,Married Lovers,Jackie Collins,"love, lust, sex, adultery, raunch, sexuality, jetset, jet set","sizzling, sexy, raunchy, lurid, sensational"
9780141930312,The Consolations of Philosophy,Alain de Botton,"philosophy, life, Socrates, Epicurus, Seneca, Montaigne, Schopenhauer, Nietzsche, pain of love, inadequacy, anxiety, fear of failure, pressure to conform","philosophical, wise, comforting, consoling, erudite, insightful, profound,"
9781407018485,Filth,Irvine Welsh,"sex, drugs, Edinburgh, police, degradation, police brutality, sleaze, ","funny, amusing, witty, dark, disturbing, humorous, cutting, biting, degrading, gritty, shocking, hard-hitting, sleazy"
9780857893529,Running With Scissors: A Memoir,Augusten Burroughs,"dysfunctional family, dysfunctional families, family life, youth, squalor, valium, electroshock, psychiatrist, psychiatrists, psychiatry","sardonic, fetid, madcap, loony, witty, honest,"
9780007380961,The Bonesetter's Daughter,Amy Tan,"ghostwriter, ghostwriters, ghostwriting, ghosting, human spirit. Mothers, daughters, heredity","mesmerising, warm, honest, charming"
9780241211830,Modern Romance,Aziz Ansari,"dating, dating scene, Tinder, Grindr, modern romance, romance, modern life, relationships, social science, modern love","romantic, fresh, contemporary, irreverent , witty, "
9780349134291,Everything I Never Told You,Celeste Ng ,"ethnicity, guilt, marriage, revenge, vengeance, remorse","sad, tragic, moving, profound, thought-provoking"
9781440348440,Damn Fine Story: Mastering the Tools of a Powerful Narrative,Chuck Wendig,"plotting, stories, story-telling, narrative, narratology, character development, story structure, storytelling, storyteller, ","informative, instructive, practical"
9781407170947,The Shadow Queen,CJ Redwine,"magic, sorcery, fantasy","magical, dark, adventurous, thrilling"
9781101980200,Ghostland: An American History in Haunted Places,Colin Dickey,"supernatural, paranormal, haunted house, hauntings, haunted houses, Americana, American gothic","haunting, dark, creepy, gothic"
9781613129012,On the Edge of Gone,Corinne Duyvis,"disaster, apocalypse, survival, escape","thrilling, thought-provoking, apocalyptic"
9781937248611,After the Wedding,Courtney Milan,"abolition, slavery, marriage, forced marriage, historical romance, romance","historical, melodramatic, dramatic, romantic"
9781250105721,Sadie,Courtney Summers,"justice, revenge, sisterhood, sister, sisters, murder","gripping, thrilling, engaging, suspenseful, propulsive, harrowing, riveting"
9781449461287,Phoebe and Her Unicorn,Dana Simpson,"unicorns, magic, childhood, friendship","jolly, fun, inventive, imaginative"
9781625671998,Midnight Taxi Tango,Daniel Jose Older,"urban fantasy, death, ghosts, supernatural, ghost","gruesome, paranormal, dark, mysterious"
9781635830194,Girl and the Grove,Eric Smith,"care system, depression, environmental advocacy, seasonal affective disorder, teenager, teenagers","empathetic, emotional, compassionate"
9781466805460,American Born Chinese,Gene Luen Yang,"multiculturalism, Chinese American, Chinese Americans, ethnicity","multicultural, poignant, observant"
9780241977880,White Tears,Hari Kunzru,"white privilege, black lives, black culture, black music, blues music","shocking, horrifying, unsettling, disturbing, nail-biting"
9780062380814,For a Muse of Fire,Heidi Heilig,"escape, rebellion, colonialism, tyrant, tyrants, tyranny, oppression, puppet, puppetry, puppets, bipolar, ephemera, romance, deep bond, family","vivid, nuanced, gripping, engrossing, romantic"
9781782023692,Lois Lane: Double Down,Gwenda Bond,"Superman, Metropolis, mystery, Smallville","mysterious, dark, gripping, intrepid"
9781250146588,Love Warrior,Glennon Doyle Melton,"vulnerability, infidelity, adultery, marriage, masculinity, femininity","vulnerable, insightful, inspiring, beautiful, authentic"
9781481415910,As Brave as You,Jason Reynolds,"masculinity, bravery, repercussion, repercussions, unintended consequences","contemporary, profound"
9781448188611,Goodbye Days,Jeff Zentner,"grief, tragedy, text messages, texting, text message","tragic, heartbreaking,  life-affirming, compassionate"
9781580056823,Landwhale: On Turning Insults Into Nicknames_ Why Body Image Is Hard_ and How Diets Can Kiss My Ass,Jes Baker,"fat, fatness, bodyfat, body fat, obesity, dieting, diet, diets, body image, overeating, fat shaming, body positivity","honest, candid, empowering, "
9780062435101,Sex Object: A Memoir,Jessica Valenti,"objectification , feminism, gender, gender politics, sex objects, adolescence, young adulthood ","sharp, prescient, feminist, strident, unflinching, bold"
9781473221208,Strange Weather,Joe Hill,"apocalypse, bad weather, rain, thunder, rainstorm, modern society, modern world, modern life, horror","apocalyptic, creepy, inventive, "
9780062570611,Dread Nation,Justina Ireland,"racism, civil war, confederacy, survival, conspiracy, ","provocative, terrifying,  dark, subversive"
9781409029670,The Association of Small Bombs,Karan Mahajan,"bomb maker, bomb makers, bombs, explosives, IED, IEDs, explosive, terrorism, terrorist","wise, tender, generous"
9781328829023,The Vanderbeekers of 141st Street,Karina Glaser,"big family, biracial, charm offensive, brownstone","delightful, heartwarming, biracial"
9781682450871,The Invaders,Karolina Waclawiak,"broken marriage, broken marriages, country club,  beach communities, exclusive community, exclusive communities, gated community, gated communities, bored housewife, bored housewives","sharp, witty, dark, revealing, "
9781635332292,Block and Strike,Kelly Jensen,"friendship, love, trust, courage, acceptance, remorse, human decency","remorseful, dark, warm,"
9781632150844,Pretty Deadly,Kelly Sue DeConnick,"magical realism, multiculturalism, brutality, retribution, revenge","vivid, ambitious, challenging, multicultural"
9781426897870,Wild Ones,Kristine Wyllys,"rivalry, love triangle, love triangles","brooding, sexy"
9780062121868,Fake ID,Lamar Giles,"conspiracy, witness protection, ","contemporary, wild, dark, thrilling, twisty"
9781510104471,King of Scars,Leigh Bardugo,"dark magic, sorcery, magic, black magic, civil war, ","gripping, thrilling, engaging, suspenseful"
9781472262806,Gmorning_ Gnight!: Little Pep Talks for Me & You,Lin-Manuel Miranda,"affirmation, encouragement, pep talk, pep talks, self-improvement, self-help, selfhelp, self help","affirmative, upbeat, cheery, encouraging, motivational, peppy"
9781101561072,"
The Gods of Gotham",Lyndsay Faye,"New York, NYPD, serial killing, serial killer, serial killers, potato famine, immigration, anti-Irish, Irish famine, Irish immigration, social upheaval","dark, gritty, thrilling, suspenseful"
9780735227446,A Line in the Dark,Malinda Lo,"cruelty, wealth, privilege, white privilege, lesbian, lesbians, lesbianism, LGBT","riveting, twisty, dark, psychological, thrilling"
9780698407015,Where Am I Now?: True Stories of Girlhood and Accidental Fame,Mara Wilson,"Matilda, child actress, child actresses, child actor, child actors, adolescence","honest, candid, endearing, heartwarming"
9781509876457,Renegades,Marissa Meyer,"adventure, passion, danger,  betrayal, apocalypse, justice","apocalyptic, adventurous, passionate,"
9780062338075,Truly Devious: A Mystery,Maureen Johnson,"mystery, murder, murders, unsolved crimes, unsolved crimes ","twisty, mysterious, suspenseful, gripping, devious"
9780349414249,The Hating Game,Sally Thorne,"hate, rivalry, hatred, modern romance, modern love","charming, self-deprecating, quick-witted, witty, funny"
9780062378774,The Boy Is Back,Meg Cabot,"scandal, first love, romance, crazy family",romantic
9781473503502,Why Not Me?,Mindy Kaling,"fulfilment, love, coming-of-age, anxiety, social anxiety","witty, wise,"
9780297609025,Headscarves and Hymens: Why the Middle East Needs a Sexual Revolution,Mona Eltahawy,"women, sex, religion, Middle East, misogyny, cultural difference, feminism","vital, provocative, brave, thought-provoking, contemporary, strident, feminist"
9780755379958,Neverwhere,Neil Gaiman,"magic, sorcery, fantasy, labyrinth, destiny, monsters ","original, magical, twisty, bizarre, "
9781448197095,The Sun is also a Star,Nicola Yoon,"destiny, fate, science, poetry, dreams, exhilarating, hopeful personal identity, family, love of science,  science of love, dark matter, interconnectedness","exhilarating, hopeful, fresh, compelling, moving, suspenseful"
9780345815576,The Hundred Names of Darkness,Nilanjana Roy,"Delhi, india, adventure, cats, cat, animals","full-blooded, feline, adventurous, thrilling"
9781782691068,The Wildings,Nilanjana Roy,"Delhi, india, adventure, cats, cat, animals","full-blooded, feline, adventurous, thrilling"
9780356504889,The Fifth Season: The Broken Earth,NK Jemisin,"catastrophe, hope, survival, apocalypse, end of days, end of the world","elegiac, complex,  intriguing, intricate, apocalyptic"
9780356504896,The Obelisk Gate: The Broken Earth,NK Jemisin,"catastrophe, hope, survival, apocalypse, end of days, end of the world","elegiac, complex,  intriguing, intricate, apocalyptic"
9781616204860,The Walls Around Us ,Nova Ren Suma,"balance of power, rich and poor, urban legend, urban legends,  unreliable narrator, ghost, ghosts","evocative, suspenseful, ghostly, haunting"
9781616203733,A Room Away From the Wolves,Nova Ren Suma,"magical realism, ghost, ghosts, supernatural, paranormal","subtle, creepy, evocative, suspenseful, mesmerizing, tense, twisted, spellbinding, ghostly"
9781576878811,Girls & Sex: Navigating the Complicated New Landscape,Peggy Orenstein,"generation gap, sex, adolescence, sex lives, sex life, teen sex, teen pregnancy, teen pregnancies, teenage pregnancy, teenage pregnancies, ","honest, candid, brave, explicit"
9780525534150,Everything's Trash_ But It's Okay,Phoebe Robinson," cultural criticism, gender, modern love, modern romance, dating","deft, hilarious, witty, "
9780802192875,An Unnecessary Woman,Rabih Alameddine,"Beirut, bibliophile, bibliophilia, bibliophiles, literature, philosophy, art, Lebanon","heartbreaking, moving, dramatic"
9780718022327,Inspired: Slaying Giants_ Walking on Water_ and Loving the Bible Again,Rachel Held Evans,"Bible, biblical stories, bible story, bible stories, scripture, spirituality","scholarly, inspiring, spiritual"
9781447263227,Fangirl,Rainbow Rowell,"love, identical twins, fan fiction, college life, coming-of-age, coming of age","captivating, tender, funny, empathic, empathetic"
9781250085481,The Star-Touched Queen,Roshani Chokshi," Indian folklore, India, folklore, mythology, magic, fate, fortune","magical, lush, vivid"
9781472119742,Bad Feminist,Roxane Gay,"feminism, femininity","feminist, honest, candid, inspiring, insightful, sharp, funny, sincere"
9780062429957,Rich and Pretty,Rumaan Alam,"friendship, friends, adolescence","wise, biting, observant, sparkling"
9780448494524,A Reaper at the Gates,Sabaa Tahir,"darkness, despair, human spirit, empire","dark, gritty, thrilling, suspenseful"
9781612195643,Trainwreck,Sady Doyle,"feminism, femininity, celebrity culture","feminist, funny, compassionate"
9781566893749,Prelude to Bruise,Saeed Jones,"poems, poem, poetry, imagination, tenderness","poetic, caustic, impassioned, passionate"
9780575132948,Throne of the Crescent Moon,Saladin Ahmed,"genie, genies, djinn, djinns, holy war, holy warrior, holy warriors, jihad, revolution, swords, sorcery, fantasy","authentic, middle Eastern, magical, thrilling"
9781481495424,From Twinkle_ With Love,Sandhya Memon,"romance, love, secret admirer, secret admirers","romantic, warm, charming, "
9781449478964,Adulthood Is a Myth,Sarah Andersen," body image, self-consciousness, introversion, relationships","honest, candid, sincere, funny, witty"
9780349420356,Wicked and the Wallflower,Sarah Maclean,historical romance,"historical, romantic, sexy"
9781533758712,Beary Christmas_ Baby,Sasha Devlin,"sex, romance, modern love, pining, searching for love","cliched, sexy, romantic, "
9781476777092,Year of Yes: How to Dance It Out_ Stand In the Sun and Be Your Own Person,Shonda Rhimes,"affirmation, encouragement, pep talk, pep talks, self-improvement, self-help, selfhelp, self help","intimate, revealing, candid, poignant, funny, affirmative, cheery, motivational, upbeat"
9781250199119,Symptoms of a Heartbreak,Sona Charaipotra,"romance, love, heart break, heartbreak, tears, ","tender, romantic, contemporary"
9781250049018,Beware_ Beware,Steph Cha,"scandal, murder, glamour","twisty, mysterious, suspenseful, gripping"
9780399590580,We Were Eight Years in Power,Ta-Nehisi Coates,"Obama, Obamacare, black lives, black culture","searing, intellectual, political, ideological, cultural, nuanced, penetrating, incisive"
9781405292641,A Very Large Expanse of Sea,Tahereh Mafi,"fear, first love, prejudice, racism","heartrending, tender, unsentimental, passionate, "
9780743296168,The Good House,Tananarive Due,"divine intervention, secrets, lies,  divine inspiration","chilling, haunting, dark"
9780762458646,Gone with the Gin: Cocktails with a Hollywood Twist,Tim Federle,"drinking game, drinking games, gin, cocktail, cocktails, mixology, silver screen","witty, playful"
9781620974377,Thick: And Other Essays,Tressie McMillan Cottom,"racism, gender,  capitalism, discrimination, politics, society, ","transgressive, provocative, original, bracing, political"
9780062077011,Divergent,Veronica Roth,"apocalypse, diversity, divergence","apocalyptic, adventurous"
9781420124408,It's Always Been You,Victoria Dahl,"romance, love, lust","sharp, sassy, romantic, lusty"
9780062380869,A Darker Shade of Magic,Victoria Schwab,"magic, sorcery, fantasy, parallel world, parallel worlds","smart, funny, magical, sexy"
9781492650669,Bruja Born,Zoraida Cordova,"witchcraft, magic, sorcery, witchery, witches, Latin American, Latin America","magical, giddy, exciting"
9781473641778,A History of Running Away,Paula McGrath,"home, belonging, run away, running away, ran away, escape, growing up","modern, engaging, vivid, sophisticated"
9780387499604,The Hands-On Guide for Science Communicators: A Step-by-Step Approach to Public Outreach,Lars Lindberg Christensen,"science communication, science communicator, science communicators, communicating science, scientific presentation, science, communication","instructive, practical, persuasive, skilled, masterful, helpful, communicative"
9788827589373,The Intellectual Toolkit of Geniuses: 40 Principles that Will Make You Smarter and Teach You to Think Like a Genius,I. C. Robledo,"genius, intellectuals, science communication, science communicator, science communicators, communicating science, scientific presentation, science","intellectual, brilliant, insightful, instructive, practical helpful"
9781119993124,Science Communication: A Practical Guide for Scientists," 
Laura Bowater and Kay Yeoman","science communication, science communicator, science communicators, communicating science, scientific presentation, science, communication","instructive, practical, persuasive, skilled, masterful, helpful, communicative"
9781405934169,Mythos: The Greek Myths Retold: A Retelling of the Myths of Ancient Greece,Stephen Fry,"Greek mythology, mythology, gods, pantheon, Zeus, Poseidon, Apollo, Perseus, Greek hero, Greek heroes, heroism, demigod, goddess, goddesses, demigods, Greek heroes","mythic, mythological, thrilling, erudite, entertaining, scholarly, wry, witty"
9781405940382,Hero,Stephen Fry,"Greek mythology, mythology, gods, pantheon, Zeus, Poseidon, Apollo, Perseus, Greek hero, Greek heroes, heroism, demigod, goddess, goddesses, demigods, Greek heroes, hero, heroes, heroics, heroism","mythic, mythological, thrilling, erudite, entertaining, scholarly, wry, witty"
9781444791990,Holding,Graham Norton,"alcoholism, obesity, loss, murder, human remains, village, rural life","dark, comic, profound, moving, thoughtful, perceptive"
9781473665002,A Keeper,Graham Norton,"loneliness, belonging, solitude, longing, sorrow, sadness, identity, self-possession","compelling, gripping, moving, compassionate, sad, thoughtful, tender"
9780141932576,Tickling the English,Dara O'Briain,"nostalgia, identity, eccentricity, comedy, stand-up, standup, stand up, comedian, comedians, jokes","comic, witty, comedic, witty, nostalgic, eccentric"
9781407191324,Secret Science: The Amazing World Beyond Your Eyes,Dara O'Briain,"science, curiosity, everyday life, science education, science communication, science communicators","curious, fun, enjoyable, amusing, entertaining, educational"
9781407181332,Beyond the Sky: You and the Universe,Dara O'Briain,"cosmology, universe, cosmos, galaxy, solar system, space travel, spacecraft, space probe, science communication, science communicators, space probes, spacesuit, spacesuits, space exploration, astronomy","curious, fun, enjoyable, amusing, entertaining, educational, "
9780241957004,Submarine,Joe Dunthorne,"depression, pyromania, pyromaniac, capoeira, virginity, teen sex, submerge, submerged","uproarious, fresh, sharp, wicked, funny, hilarious"
9780190497620,The Oxford Handbook of the Science of Science Communication,Kathleen Hall Jamieson,"science communication, science communicator, science communicators, communicating science, scientific presentation, science, communication","compendious, comprehensive, scholarly, detailed, "
9781549739824,Science Communication: #SciComm - Communicating Science In A Media Age,Roger A. Harris ,"science communication, science communicator, science communicators, communicating science, scientific presentation, science, communication","instructive, practical, persuasive, skilled, masterful, helpful, communicative"
9781119186991,Successful Science Communication: Telling It Like It Is,David J. Bennett,"science communication, science communicator, science communicators, communicating science, scientific presentation, science, communication","instructive, practical, persuasive, skilled, masterful, helpful, communicative"
9780230573864,Introducing Science Communication: A Practical Guide ,Mark Brake,"science communication, science communicator, science communicators, communicating science, scientific presentation, science, communication","instructive, practical, persuasive, skilled, masterful, helpful, communicative"
9781137503664,Science Communication: Culture_ Identity and Citizenship,Sarah R. Davies,"science communication, science communicator, science communicators, communicating science, scientific presentation, science, communication, public engagement, culture, ","instructive, practical, persuasive, skilled, masterful, helpful, communicative"
9780199552665,Investigating Science Communication in the Information Age,Richard Holliman,"science communication, science communicator, science communicators, communicating science, scientific presentation, science, communication, public engagement, mass media, social media, popular media","instructive, practical, persuasive, skilled, masterful, helpful, communicative"
9780191009389,A Concise Guide to Communication in Science and Engineering,David H. Foster,"science communication, science communicator, science communicators, communicating science, scientific presentation, science, communication, engineering, engineer, scientist","instructive, practical, persuasive, skilled, masterful, helpful, communicative"
9780190452599,Doing Science: Design_ Analysis_ and Communication of Scientific Research,Ivan Valiela,"science communication, science communicator, science communicators, communicating science, scientific presentation, science, communication, scientist","instructive, practical, persuasive, skilled, masterful, helpful, communicative"
9781788011105,Complete Science Communication: A Guide to Connecting with Scientists_ Journalists and the Public,Ryan C. Fortenberry,"science communication, science communicator, science communicators, communicating science, scientific presentation, science, communication, scientist","instructive, practical, persuasive, skilled, masterful, helpful, communicative"
9781782119906,When: The Scientific Secrets of Perfect Timing,Daniel H. Pink,"timing, schedule, scheduling, scheduled, perfect time, perfect timing","instructive, practical, helpful, insightful, timely"
9781250205575,Full Disclosure,Stormy Daniels,"Trump, affairs, adultery, infidelity, sex, intercourse, extramarital, extra-marital","honest, candid, explicit, steamy,  titillating, pornographic, racy, sexy, raunchy"
9780871294289,M*A*S*H,Richard Hooker,"Korean war, Korea, military medicine, battlefield, casualty, casualities, field medicine, military hospital, army doctor, army doctors, gallows humour, gallows humor, war, warfare, Alan Alda, Hawkeye, Trapper John","brutal, honest, vivid, satirical, humorous, bloody, compelling, zany"
9781784786212,The Wikileaks Files: The World According to US Empire ,Julian Assange,"WikiLeaks, Assange, Julian Assange, Bradley Manning, Chelsea Manning, leaks, leaking, Snowdon, Edward Snowdon, exposé, exposés, surveillance , information security, hacking, hacker, statelessness","revealing, revelatory, honest, candid, political, biased, ideological,"
9781944869113,When Google Met Wikileaks,Julian Assange,"WikiLeaks, Assange, Julian Assange, Bradley Manning, Chelsea Manning, leaks, leaking, Snowdon, Edward Snowdon, exposé, exposés, surveillance , information security, hacking, hacker, statelessness, Google, PageRank","philosophical, polemical, ideological, "
9781416596714,In The Plex: How Google Thinks_ Works_ and Shapes Our Lives,Steven Levy,"Google, PageRank, web search, web query","revealing, interesting, fascinating, detailed"
